Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Subway,5221eb5e11d22a67f4fc9218,43.602201,-79.498038,Deli
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,90354acd8a2a4c59954bc15f,43.601943,-79.499257,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Falafel Royal,4cbf5b879ca85481470fb616,43.601701,-79.501787,Falafel Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Halibut House Fish and Chips Inc,5c272af5f5e9d7002cf5595e,43.601866,-79.501066,Fast Food Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b5383d0f964a520a1a027e3,43.626569,-79.502445,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4bee4cb5d355a593c1c40a60,43.602368,-79.498812,Burger Joint
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Calibreze Pizza,56eddc56cd10a1d582c09651,43.599991,-79.508235,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4b2840d3f964a520999124e3,43.602361,-79.49886,Fast Food Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Avenue Cafe,5179a1a2e4b0b721094c563c,43.624198,-79.484306,Café
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Domino's Pizza,4e1f329fae60cd553deeb4a0,43.601599,-79.500883,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Shawarma Grill express,4fa2b984e4b0e8e38770bcef,43.621606,-79.522575,Fast Food Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Egglicious Cafe & Grill,4cfe0c5020fe370474f562f8,43.606349,-79.520941,Café
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Birds and Beans Cafe,4b912dfef964a52077a833e3,43.614034,-79.488973,Café
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,29f6ed101fd14ac2697d3d8c,43.80028,-79.143464,Deli
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Pita Land,4bbfb320920eb71335d0172c,43.771714,-79.185177,Fast Food Restaurant
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,4eb2cdd477c814d925d51717,43.79199,-79.13267,Deli
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Pauls Breakfast and Burgers,4fb6e87be4b079584547a8c1,43.803827,-79.16971,Fast Food Restaurant
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Asian Gourmet,4fbd1803e4b0caa891542892,43.78491,-79.186895,Fast Food Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,5ac94ef6acb00b392386370b,43.602156,-79.500179,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Subway,4c17ad8d216fc9b66acc8f96,43.626576,-79.502353,Deli
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Japanese Fast Food,54f7897d498eb5962e613921,43.614709,-79.49735,Bar
Studio District,0.25,1,M4M,43.6595255,-79.340923,Subway,5ac6affb6bdee60dc87aaebf,43.659881,-79.361291,Sandwich Spot
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
Studio District,0.25,1,M4M,43.6595255,-79.340923,Hasting Snack Bar,4b6c32b4f964a520fe282ce3,43.663791,-79.328899,Lounge
Studio District,0.25,1,M4M,43.6595255,-79.340923,The Cannonball,4ad883f6f964a520f01121e3,43.658106,-79.352453,Bar
Studio District,0.25,1,M4M,43.6595255,-79.340923,The Burger's Priest,4c1169396e5dc9b61b10b02d,43.666763,-79.315564,Burger Joint
Studio District,0.25,1,M4M,43.6595255,-79.340923,Chick-N-Joy,4ad9ebdcf964a520e61b21e3,43.665121,-79.321347,Diner
Studio District,0.25,1,M4M,43.6595255,-79.340923,A&W Restaurant,5d300095844dd80008b34464,43.665363,-79.352248,American Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Bombay Chowpatty,4bac30a2f964a52018ea3ae3,43.671871,-79.324283,Fast Food Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Liberty Shawarma,51ce40c2498ee7d5fe865ccc,43.659032,-79.349748,Falafel Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Souvlaki Express,4bc39c914cdfc9b6f29c9721,43.655788,-79.364335,Fast Food Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,A&W Restaurant,5306c4c511d234448cf8010b,43.679268,-79.344723,American Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Sultan of Samosas,52af6dc5498e33995b0bbf03,43.660428,-79.366147,Fast Food Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Popeye's Louisiana Kitchen,5e24a5f6b84080000806e84b,43.668557,-79.339099,Fast Food Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Subway,4b11680ef964a520ec7b23e3,43.658922,-79.348936,Deli
Studio District,0.25,1,M4M,43.6595255,-79.340923,Tim Hortons,5a6e0c605f68b93a075d0bc1,43.660012,-79.361031,Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Burger Stomper,4f77a0bee4b0421082fd6459,43.67759,-79.352409,Burger Joint
Studio District,0.25,1,M4M,43.6595255,-79.340923,Popeye's Louisiana Kitchen,63ae22048c05423669a89ee8,43.660967,-79.360248,Fried Chicken Joint
Studio District,0.25,1,M4M,43.6595255,-79.340923,Subway,59236a70f0b49078febe059f,43.656538,-79.357067,Deli
Studio District,0.25,1,M4M,43.6595255,-79.340923,A&W Restaurant,5a8bb49167e5f2027196caf4,43.675999,-79.358892,American Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Wendy's,579400f5498eeafb24897f10,43.660268,-79.360604,Burger Joint
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Tim Hortons,5b719dc0f00a70002ca138d0,43.725508,-79.402622,Restaurant
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Popeye's Louisiana Kitchen,6058ca2186572e11c74c88f9,43.779697,-79.138887,Fried Chicken Joint
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Smoke's Poutinerie,53fb6edb498ea83bbd755b52,43.706435,-79.398407,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,BeaverTails,55a19437498eeea53fa58b54,43.639663,-79.38005,Dessert Shop
Parkdale,0.25,1,M6R,43.6489597,-79.456325,King Slice,4ae35797f964a520bc9321e3,43.65593,-79.454968,Pizzeria
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Domino's Pizza,4fe75885e4b0af2e67cbfc19,43.705638,-79.251086,Pizzeria
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Fat Bastard Burrito Co,546f7c9e498e9b5b70b88dca,43.6498758,-79.4828208,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Rustic Cosmo Cafe,4ae1d132f964a520ab8721e3,43.6421,-79.429889,Coffee Shop
Parkdale,0.25,1,M6R,43.6489597,-79.456325,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Coffee Tree,4b91740af964a520adbd33e3,43.64975,-79.483381,Café
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Falafel World,4b51f5c2f964a520945d27e3,43.649901,-79.482845,Falafel Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Souvlaki Hut,4fca5cc9e4b0c1168226c1aa,43.651687,-79.474577,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,58fb073e09e2835b7ff25f1e,43.640515,-79.437768,American Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Tender Shawarma & Grill,54949569498e6b7ba4df7da2,43.760848,-79.489627,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Subway,4dceadb4d22deadedd58116d,43.659184,-79.438097,Deli
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Pizza Pizza,4b550d56f964a5205ad927e3,43.654711,-79.459354,Pizzeria
Parkdale,0.25,1,M6R,43.6489597,-79.456325,All Star Cafe,4c2d15c84e132d7ff5d49bdf,43.648539,-79.464673,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,A&W Restaurant,588294c39c439d0a27702402,43.66559,-79.464893,American Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Pizzaville,4c6e0bebd5c3a1cde478c72b,43.655051,-79.459316,Pizzeria
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Pizza Nova,4c4d00b5a34b2d7f8b989898,43.654867,-79.451852,Pizzeria
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Pizza Pizza,4bbccec78ec3d13a82421b28,43.650786,-79.47691,Pizzeria
Parkdale,0.25,1,M6R,43.6489597,-79.456325,High Park Deli Express,4b2eb71ef964a5208be524e3,43.653148,-79.467659,Deli
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Ice Queen Restaurant,4b5f4774f964a5209cb129e3,43.639691,-79.44675,Burger Joint
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Bloor Jane Physiotherapy and Active Rehabilitation,4b5328a0f964a520a59027e3,43.649578,-79.484195,Burger Joint
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Birds and Beans Cafe,4b912dfef964a52077a833e3,43.614034,-79.488973,Café
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Shawarma Grill express,4fa2b984e4b0e8e38770bcef,43.621606,-79.522575,Fast Food Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Popeye's Louisiana Kitchen,cdcc1fe404ab664db75e6de1,43.762761,-79.490359,Fast Food Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,South St. Burger,4c06b4ac9e1ab713c3de5243,43.785152,-79.477851,Burger Joint
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Wendy's,4afc9d06f964a5206a2422e3,43.785837,-79.474985,Burger Joint
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Lena’s Roti and Doubles,6140ad36e79465124023c6bf,43.773411,-79.493066,Caribbean Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Domino's Pizza,4be44e62910020a19484d114,43.773411,-79.493066,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Japanese Fast Food,54f7897d498eb5962e613921,43.614709,-79.49735,Bar
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Subway,4c17ad8d216fc9b66acc8f96,43.626576,-79.502353,Deli
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Calibreze Pizza,56eddc56cd10a1d582c09651,43.599991,-79.508235,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b70adc5f964a52043292de3,43.626576,-79.502353,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4aef1af3f964a520a9d521e3,43.601866,-79.501066,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Egglicious Cafe & Grill,4cfe0c5020fe370474f562f8,43.606349,-79.520941,Café
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Lakeshore Super Submarine,4e4ee5981495fc2ca3f7a726,43.600587,-79.505483,Fast Food Restaurant
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Subway,5221eb5e11d22a67f4fc9218,43.602201,-79.498038,Deli
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,90354acd8a2a4c59954bc15f,43.601943,-79.499257,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Falafel Royal,4cbf5b879ca85481470fb616,43.601701,-79.501787,Falafel Restaurant
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Halibut House Fish and Chips Inc,5c272af5f5e9d7002cf5595e,43.601866,-79.501066,Fast Food Restaurant
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b5383d0f964a520a1a027e3,43.626569,-79.502445,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4bee4cb5d355a593c1c40a60,43.602368,-79.498812,Burger Joint
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,McDonald's,4b2840d3f964a520999124e3,43.602361,-79.49886,Fast Food Restaurant
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Pizza Hut,5ac94ef6acb00b392386370b,43.602156,-79.500179,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Avenue Cafe,5179a1a2e4b0b721094c563c,43.624198,-79.484306,Café
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,Domino's Pizza,4e1f329fae60cd553deeb4a0,43.601599,-79.500883,Pizzeria
 Mimico South,0.25,1,M8V,43.6056466,-79.5013207,London Fried Chicken,5b9e8273a795bd0037e89772,43.601164,-79.504502,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,A&W Restaurant,4c57591fa7d976b02bbadcee,43.704521,-79.407743,American Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Souvlaki Express,4b13f568f964a520f29a23e3,43.707583,-79.389556,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Subway,5e506470929cbd0008d7207e,43.637818,-79.392328,Sandwich Spot
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Popeye's Louisiana Kitchen,5b9299663d479100392ebe10,43.640183,-79.381394,Fried Chicken Joint
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Pizza Pizza,4b80a2c1f964a520908230e3,43.640131,-79.381339,Pizzeria
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,A&W Restaurant,5d3000908fe07d00081e8b8b,43.715254,-79.399955,American Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,50bd1248e4b0382138bdd292,43.647128,-79.379274,Fast Food Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,McCafé,5669c9fd498e28dcd049abbd,43.644585,-79.381066,Café
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,The Burger's Priest,5578720f498ee3b165b1f32b,43.648562,-79.387543,Burger Joint
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
 King and Spadina,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,DrLaffa,516746cce4b0e7af779b0bd0,43.718131,-79.429114,Fast Food Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 Kipling Heights,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Phipps Bakery Cafe,4c6fec0eb3ce224b581b72c6,43.704227,-79.411019,Bakery
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Burger Shack,4ae65d5af964a520ada621e3,43.704728,-79.40567,Burger Joint
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,R Bakery,4cc75fe53c40a35d09976e2e,43.707402,-79.442982,Bakery
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Rolltation,589f58fbd0bb3e25a8e5a88a,43.707344,-79.398271,Fast Food Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,A&W Restaurant,57633db5498e4c55f77aa213,43.726006,-79.417406,American Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Good Bite Restaurant,4aecfe47f964a5209ccc21e3,43.711432,-79.399204,Diner
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Chipotle Mexican Grill,55e648c2498e05836b7febc5,43.708304,-79.39819,Fast Food Restaurant
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Subway,4c8fd2beb6d1a1431796be0f,43.715692,-79.427131,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,McDonald's,4ae110eef964a520018521e3,43.762324,-79.490194,Burger Joint
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Domino's Pizza,4d23ccf70e998cfae4901e3f,43.775796,-79.172734,Pizzeria
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Rosa's Pasta Express,61b262f3107db25dfffe80e0,43.782015,-79.172196,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Piggy's,4e276639d164bfc24f1893cc,43.805615,-79.420127,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Subway,4c34bdcb66e40f47fd0bca8b,43.789682,-79.417339,Deli
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Subway,4b70b47df964a520af2a2de3,43.779246,-79.417074,Deli
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Popeye's Louisiana Kitchen,4bd4ec9e637ba59322c3f570,43.792382,-79.4181,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Bubble Tea & Me,4bfaee6ad0382d7f09fcc80a,43.806386,-79.42344,Bubble Tea Shop
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Pizza Pizza,4b5c890ef964a520103529e3,43.791425,-79.418885,Pizzeria
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Taco Bell,4c16b65374fb20a1448c5012,43.798543,-79.420729,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Subway,4d228b91e56f6ea8aa52861d,43.802868,-79.420015,Deli
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Subway,4c6d9c254d24b60caa5ed6d8,43.771382,-79.413143,Deli
Willowdale,0.3,1,M2M,43.789053,-79.4084928,McDonald's,4c6003b113791b8d5c864eaf,43.79624,-79.429974,Burger Joint
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Haida Sandwich,4e2f7e22d1646b407b8f1651,43.775246,-79.41334,Pizzeria
Willowdale,0.3,1,M2M,43.789053,-79.4084928,McDonald's,58509a7b5d6ec67d73afe893,43.795961,-79.422988,Burger Joint
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Friendly House Restaurant,4c9d74228afca0939d69f715,43.786673,-79.417748,Diner
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Baskin-Robbins,4c3e4efa0596c92813268478,43.794333,-79.419866,Ice Cream Parlor
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Fit For Life Freshfood,4c7411b81b30a09332a2eb09,43.781092,-79.416432,Fast Food Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Swiss Chalet Rotisserie & Grill,a9aa322475f8410b7aa07866,43.694373,-79.275948,Fast Food Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Burger King,4af9e037f964a520f11422e3,43.690773,-79.288576,Burger Joint
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Mitzie's Jerk,54becfde498ed9a1220e1e95,43.710325,-79.249151,Fast Food Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Domino's Pizza,4bd3a52db221c9b62055dad0,43.704886,-79.288314,Pizzeria
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Little Caesars Pizza,4bf193e399d02d7f1b4dc948,43.7096,-79.248289,Pizzeria
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Subway,4c0be1a96071a59372e5e132,43.690281,-79.290745,Deli
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Star Kabob,5ab8db09e679bc6844bd2a5f,43.705638,-79.251086,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Select Sandwich,4b6711e5f964a52055382be3,43.783257,-79.416029,Diner
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Domino's Pizza,4fe75885e4b0af2e67cbfc19,43.705638,-79.251086,Pizzeria
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Nino d'Aversa Bakery,4b894c75f964a520962932e3,43.804658,-79.420911,Bakery
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Me Va Me,4bd23df977b29c746f628e82,43.796041,-79.431161,Fast Food Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Subway,4b3a1928f964a520146125e3,43.728359,-79.295423,Deli
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,American Eclectic Burger,b3a68221902f40da6bc4826c,43.669326,-79.441454,Fast Food Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Man vs Fries,60f5ab4d11344f4a7c780a9d,43.669319,-79.441547,Fast Food Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Wings & Things,e1b5efcdb515428bc6cbd60b,43.669319,-79.441547,American Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,South St. Burger,51d62df3498e4812ead1ca3a,43.681043,-79.427851,Burger Joint
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Chipotle Mexican Grill,54d802a9498ea0e079ea7af9,43.672569,-79.468496,Fast Food Restaurant
