Neighbourhood,Pest Control Service,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,Quest Pest Management,9d648bfa2f4a4bf41ed7d037,43.671627,-79.420683,Pest Control Service
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,Bird Barrier Systems,5c275c06622d45c98510d757,43.67407,-79.385526,Pest Control Service
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,Merkem Pest Solutions,589bd7aa0bc55b5f8ef35448,43.661951,-79.424793,Home Service
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,The Exterminators Inc,fa2e54570ce8429b68752cd8,43.660266,-79.353637,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,The Exterminators Inc. Pest Control Toronto,5eeb3b1fd46f4e0008e79e54,43.660266,-79.353637,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,The Exterminators,81bbd9064400432e2a5877d8,43.668005,-79.369268,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Wildlife Shield- Wildlife Removal Toronto,23262a68194b4ff5a4c96598,43.653243,-79.363043,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Heatsolete,5047b53ac84c402c83c17617,43.65552,-79.364152,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
 Union Station,0.7857142857142857,1,M5J,43.6408157,-79.3817523,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Wildlife Shield- Wildlife Removal Toronto,23262a68194b4ff5a4c96598,43.653243,-79.363043,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Heatsolete,5047b53ac84c402c83c17617,43.65552,-79.364152,Pest Control Service
 Adelaide,0.8,1,M5H,43.6505712,-79.3845675,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,Quality pest control GTA Scarborough,63cff834469b1d37aa5f767d,43.66418,-79.360851,Home Service
 Victoria Hotel,0.8,1,M5L,43.6481985,-79.3798169,911 Bed Bugs,567cde2d498ef1c03ba6dcce,43.669321,-79.375136,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
